ob_code,obj_id,ra,dec,equinox,exptime,priority,resolution
obj368_eet1800,108150022459413731,2.245999,0.127717,J2000,1800,6,L
obj369_eet1800,107750017370744031,1.737109,-0.205312,J2000,1800,9,L
obj370_eet1800,107970018708049009,1.870858,-0.017949,J2000,1800,2,L
obj371_eet1800,108220029363480880,2.936426,0.183665,J2000,1800,1,L
obj372_eet1800,108150021116073042,2.111582,0.127014,J2000,1800,2,L
obj373_eet1800,108080016058038430,1.605837,0.073259,J2000,1800,5,L
obj374_eet1800,108120016892205115,1.689268,0.103869,J2000,1800,4,L
obj375_eet1800,108110023424908979,2.342521,0.098786,J2000,1800,4,L
obj376_eet1800,108170021055924832,2.105631,0.145467,J2000,1800,9,L
obj377_eet1800,108160025539325801,2.55402,0.13782,J2000,1800,2,L
obj378_eet1800,108070029612971475,2.961309,0.059119,J2000,1800,6,L
obj379_eet1800,108190027537494175,2.753612,0.161548,J2000,1800,3,L
obj380_eet1800,108070029114167315,2.91145,0.064046,J2000,1800,6,L
obj381_eet1800,108070029196690038,2.919702,0.057988,J2000,1800,9,L
obj382_eet1800,108120030118344916,3.011836,0.103724,J2000,1800,1,L
obj383_eet1800,108110022405233931,2.240579,0.094493,J2000,1800,4,L
obj384_eet1800,108170021956824741,2.195789,0.145327,J2000,1800,5,L
obj385_eet1800,108180025981270283,2.59811,0.149871,J2000,1800,5,L
obj386_eet1800,108180026198687419,2.619864,0.15577,J2000,1800,5,L
obj387_eet1800,108180026200327732,2.620087,0.156055,J2000,1800,1,L
obj388_eet1800,108100029409264274,2.94096,0.086497,J2000,1800,2,L
obj389_eet1800,108140030246290416,3.024827,0.116453,J2000,1800,7,L
obj390_eet1800,108140025164015982,2.516495,0.121077,J2000,1800,2,L
obj391_eet1800,107990019702870329,1.970096,-0.008504,J2000,1800,4,L
obj392_eet1800,108210024634201253,2.463445,0.175707,J2000,1800,2,L
obj393_eet1200,108090026659829753,2.665965,0.082784,J2000,1200,5,L
obj394_eet1800,108210020587078266,2.058736,0.181551,J2000,1800,7,L
obj395_eet1800,108110024248696094,2.424935,0.096406,J2000,1800,5,L
obj396_eet1800,108180015325104195,1.532547,0.153096,J2000,1800,4,L
obj397_eet1800,108270015222523577,1.522339,0.227508,J2000,1800,2,L
obj398_eet1200,108160028468423599,2.846866,0.135985,J2000,1200,5,L
obj399_eet1800,108210019172342347,1.917274,0.176539,J2000,1800,4,L
obj400_eet1800,108180022641920858,2.264283,0.150088,J2000,1800,3,L
obj401_eet1800,108090018421347350,1.842214,0.080694,J2000,1800,7,L
obj402_eet1800,108090028590786527,2.859092,0.080102,J2000,1800,1,L
obj403_eet1800,108180015951299080,1.595223,0.157189,J2000,1800,2,L
obj404_eet1800,108130022877975922,2.287891,0.112874,J2000,1800,1,L
obj405_eet1800,108140025845712839,2.584556,0.118657,J2000,1800,6,L
obj406_eet1800,107960022881540527,2.288205,-0.033225,J2000,1800,7,L
obj407_eet1800,108070023550325967,2.355143,0.063033,J2000,1800,6,L
obj408_eet1800,108070023696245529,2.36966,0.062601,J2000,1800,9,L
obj409_eet1800,107940021593528297,2.15932,-0.043532,J2000,1800,8,L
obj410_eet1800,108200015491982553,1.549286,0.16839,J2000,1800,8,L
obj411_eet1800,108080025976382524,2.597593,0.068307,J2000,1800,4,L
obj412_eet1800,108090018790160157,1.879071,0.074738,J2000,1800,5,L
obj413_eet1200,108070023008871910,2.3011,0.059594,J2000,1200,6,L
obj414_eet1200,107950020064207337,2.00648,-0.035989,J2000,1200,6,L
obj415_eet1800,107870029668269046,2.96694,-0.10116,J2000,1800,9,L
obj416_eet1800,108060022177521591,2.217751,0.050958,J2000,1800,7,L
obj417_eet1800,108080017457201193,1.74579,0.067233,J2000,1800,7,L
obj418_eet1800,108220014933362732,1.493479,0.185172,J2000,1800,2,L
obj419_eet1800,108200025758835519,2.575881,0.170803,J2000,1800,2,L
obj420_eet1800,108260019367273355,1.936787,0.219114,J2000,1800,5,L
obj421_eet1800,108260019396320196,1.939679,0.216448,J2000,1800,4,L
obj422_eet1800,108260025654744846,2.565431,0.220356,J2000,1800,6,L
obj423_eet1800,108280017494006666,1.749359,0.238499,J2000,1800,7,L
obj424_eet1800,108330021512796537,2.151337,0.280075,J2000,1800,3,L
obj425_eet1800,108070020212463396,2.021276,0.060734,J2000,1800,6,L
obj426_eet1800,108340025623604501,2.562613,0.2868,J2000,1800,2,L
obj427_eet1800,108340025626554754,2.562607,0.2868,J2000,1800,5,L
obj428_eet1800,108040024414983295,2.441632,0.035568,J2000,1800,4,L
obj429_eet1800,108260025110248966,2.511086,0.223791,J2000,1800,5,L
obj430_eet1800,108170029211822067,2.921216,0.143031,J2000,1800,9,L
obj431_eet1800,108230026220915762,2.622097,0.196094,J2000,1800,8,L
obj432_eet1800,108240022088082019,2.208872,0.201297,J2000,1800,8,L
obj433_eet1800,108230028625477387,2.862602,0.197478,J2000,1800,6,L
obj434_eet1800,108140016345782983,1.634642,0.118726,J2000,1800,1,L
obj435_eet1800,108140016346172595,1.63464,0.118725,J2000,1800,1,L
obj436_eet1200,108000024480748278,2.448148,0.00656,J2000,1200,1,L
obj437_eet1800,108030022766108328,2.276555,0.031628,J2000,1800,1,L
obj438_eet1800,108210016346352802,1.634721,0.176932,J2000,1800,7,L
obj439_eet1800,108040030144264003,3.01455,0.036403,J2000,1800,2,L
obj440_eet1800,108080019886493013,1.988663,0.06875,J2000,1800,6,L
obj441_eet1800,108130026850919633,2.68509,0.115976,J2000,1800,1,L
obj442_eet1800,108250022941079503,2.294076,0.215993,J2000,1800,2,L
obj443_eet1800,108340016497064705,1.649728,0.287071,J2000,1800,4,L
obj444_eet1800,108030027383217144,2.73832,0.030615,J2000,1800,1,L
obj445_eet1800,108200028872920213,2.887456,0.166392,J2000,1800,5,L
obj446_eet1800,108150024107360768,2.410785,0.125302,J2000,1800,9,L
obj447_eet1800,108190017167126669,1.716852,0.163572,J2000,1800,4,L
obj448_eet1800,108190017228641657,1.722947,0.159309,J2000,1800,1,L
obj449_eet1800,108280028704580307,2.870493,0.233264,J2000,1800,7,L
obj450_eet1800,108230022576776001,2.257723,0.196279,J2000,1800,2,L
obj451_eet1800,108330027866643868,2.786641,0.277898,J2000,1800,1,L
obj452_eet1800,108150024854537716,2.485361,0.131026,J2000,1800,4,L
obj453_eet1800,108290017936622684,1.793693,0.243526,J2000,1800,6,L
obj454_eet1200,108310021187077780,2.118817,0.264548,J2000,1200,2,L
obj455_eet1800,108310021201780105,2.120049,0.258046,J2000,1800,6,L
obj456_eet1800,108130015326714086,1.532679,0.111356,J2000,1800,4,L
obj457_eet1800,108310017844922595,1.78454,0.260122,J2000,1800,4,L
obj458_eet1800,108280022703567931,2.270424,0.239575,J2000,1800,3,L
obj459_eet1800,108340020848971000,2.084918,0.283762,J2000,1800,7,L
obj460_eet1800,108290026833902826,2.683367,0.243642,J2000,1800,4,L
obj461_eet1800,108290026935345917,2.693532,0.246244,J2000,1800,6,L
obj462_eet1800,108280021014943079,2.101295,0.235654,J2000,1800,2,L
obj463_eet1800,108380028841996525,2.884217,0.321773,J2000,1800,4,L
obj464_eet1800,108300028936862671,2.893619,0.251849,J2000,1800,7,L
obj465_eet1200,108340021945038958,2.194587,0.290425,J2000,1200,2,L
obj466_eet1800,108190026734184706,2.673445,0.161912,J2000,1800,5,L
obj467_eet1800,108110014673980391,1.467521,0.09164,J2000,1800,6,L
obj468_eet1800,108110014677170519,1.467581,0.091639,J2000,1800,2,L
obj469_eet1800,108110014741818921,1.474195,0.098633,J2000,1800,6,L
obj470_eet1800,108270017886334251,1.78866,0.22812,J2000,1800,8,L
obj471_eet1200,108240022308010837,2.230864,0.200309,J2000,1200,1,L
obj472_eet1800,108260015521678448,1.552194,0.223376,J2000,1800,6,L
obj473_eet1800,108360018717288907,1.871712,0.307018,J2000,1800,3,L
obj474_eet1800,108260017629367350,1.762967,0.222398,J2000,1800,5,L
obj475_eet1800,108190022802010373,2.280201,0.158263,J2000,1800,2,L
obj476_eet1800,108350025885948827,2.588702,0.298596,J2000,1800,9,L
obj477_eet1800,108110021847670996,2.184689,0.092095,J2000,1800,4,L
obj478_eet1800,108170019714916399,1.971532,0.14661,J2000,1800,6,L
obj479_eet1800,108090029041134329,2.904151,0.078239,J2000,1800,1,L
obj480_eet1800,107980023428336193,2.342899,-0.011875,J2000,1800,2,L
obj481_eet1200,108310026104581145,2.610471,0.258895,J2000,1200,2,L
obj482_eet1800,108290022775599609,2.277591,0.249272,J2000,1800,8,L
obj483_eet1800,108320029901617482,2.990167,0.272519,J2000,1800,3,L
obj484_eet1800,108160016934465703,1.693532,0.137653,J2000,1800,6,L
obj485_eet1200,108260029208893003,2.920909,0.218811,J2000,1200,2,L
obj486_eet1200,108080025494978162,2.549536,0.073145,J2000,1200,9,L
obj487_eet1800,108370015771813298,1.577231,0.310651,J2000,1800,3,L
obj488_eet1800,108140020334705316,2.033508,0.120711,J2000,1800,8,L
obj489_eet1800,108420024317269584,2.431814,0.357621,J2000,1800,7,L
obj490_eet1800,108420025227925088,2.522757,0.353856,J2000,1800,9,L
obj491_eet1800,108490027216190898,2.721605,0.40878,J2000,1800,1,L
obj492_eet1800,108430020880545998,2.088093,0.362966,J2000,1800,2,L
obj493_eet1800,108130023441786604,2.344231,0.11346,J2000,1800,1,L
obj494_eet1200,107960019078421657,1.907895,-0.032378,J2000,1200,4,L
obj495_eet1800,108080023059509303,2.306042,0.074018,J2000,1800,4,L
obj496_eet1800,108220020880188608,2.087956,0.190169,J2000,1800,8,L
obj497_eet1800,108380028723367160,2.872579,0.322296,J2000,1800,8,L
obj498_eet1800,108440026533907088,2.653405,0.372208,J2000,1800,5,L
obj499_eet1800,108470016480661602,1.648124,0.392642,J2000,1800,4,L
obj500_eet1800,108230029955917251,2.995595,0.197327,J2000,1800,3,L
obj501_eet1800,108420022359486446,2.236046,0.355018,J2000,1800,3,L
obj502_eet1200,108220025838130109,2.583838,0.183047,J2000,1200,9,L
obj503_eet1800,108380028162234302,2.81624,0.319939,J2000,1800,5,L
obj504_eet1800,108470024765700154,2.476524,0.391595,J2000,1800,7,L
obj505_eet1800,108470024766390644,2.476492,0.391647,J2000,1800,8,L
obj506_eet1800,108470024900820126,2.49014,0.3914,J2000,1800,2,L
obj507_eet1200,108470024943000178,2.494309,0.391546,J2000,1200,4,L
obj508_eet1200,108260020512254604,2.051244,0.220126,J2000,1200,5,L
obj509_eet1800,108370024319085739,2.431952,0.312753,J2000,1800,3,L
obj510_eet1800,108440017197530629,1.719881,0.366771,J2000,1800,2,L
obj511_eet1800,108150018419161078,1.841942,0.125483,J2000,1800,1,L
obj512_eet1800,108200024121616105,2.412215,0.171392,J2000,1800,3,L
obj513_eet1800,108470027871815275,2.787189,0.39576,J2000,1800,3,L
obj514_eet1800,108220025506318929,2.550671,0.190421,J2000,1800,3,L
obj515_eet1800,108370023345238306,2.334566,0.314864,J2000,1800,8,L
obj516_eet1800,108230027196054978,2.719579,0.195463,J2000,1800,1,L
obj517_eet1800,108140015437457786,1.543728,0.122656,J2000,1800,3,L
obj518_eet1800,108510018006571446,1.800593,0.425948,J2000,1800,6,L
obj519_eet1800,108430026490301309,2.649037,0.359059,J2000,1800,6,L
obj520_eet1800,108350022151047512,2.215181,0.297549,J2000,1800,9,L
obj521_eet1800,108360025606774096,2.560704,0.303027,J2000,1800,4,L
obj522_eet1800,108340025096920802,2.509753,0.283755,J2000,1800,1,L
obj523_eet1800,108450028947815915,2.894771,0.379503,J2000,1800,2,L
obj524_eet1800,108530016402639109,1.640305,0.44886,J2000,1800,8,L
obj525_eet1800,108390023384736788,2.338442,0.330282,J2000,1800,6,L
obj526_eet1800,108250029278557132,2.927882,0.213927,J2000,1800,2,L
obj527_eet1800,108380021840043350,2.18403,0.319192,J2000,1800,8,L
obj528_eet1800,108320027889945398,2.788993,0.270839,J2000,1800,2,L
obj529_eet1800,108270029522248362,2.952272,0.231676,J2000,1800,5,L
obj530_eet1800,108390021470537043,2.147221,0.330336,J2000,1800,5,L
obj531_eet1800,108490019993829547,1.999366,0.416118,J2000,1800,1,L
obj532_eet1800,108560028753798005,2.875333,0.472977,J2000,1800,7,L
obj533_eet1800,108440019617163355,1.961736,0.369062,J2000,1800,6,L
obj534_eet1200,108320026819380802,2.681889,0.266972,J2000,1200,9,L
obj535_eet1800,108320027192481075,2.719212,0.267247,J2000,1800,6,L
obj536_eet1800,108520028184679196,2.818493,0.440683,J2000,1800,8,L
obj537_eet1800,108390021826331807,2.182625,0.326216,J2000,1800,5,L
obj538_eet1800,108160018746746473,1.874713,0.138329,J2000,1800,8,L
obj539_eet1800,108300023637158014,2.363788,0.256286,J2000,1800,1,L
obj540_eet1800,108620026243509459,2.624343,0.524,J2000,1800,8,L
obj541_eet1800,108460018291010251,1.829086,0.383107,J2000,1800,4,L
obj542_eet1800,108350027583421759,2.758334,0.292809,J2000,1800,9,L
obj543_eet1200,108560028377139076,2.837752,0.473926,J2000,1200,7,L
obj544_eet1800,108450021261244835,2.126188,0.378671,J2000,1800,1,L
obj545_eet1800,108330027668044526,2.766814,0.278416,J2000,1800,1,L
obj546_eet1800,108510024098672347,2.409885,0.426591,J2000,1800,8,L
obj547_eet1800,108530018628232514,1.862838,0.44338,J2000,1800,8,L
obj548_eet1800,108620023959387371,2.396013,0.52252,J2000,1800,5,L
obj549_eet1800,108620023960317775,2.396059,0.522685,J2000,1800,1,L
obj550_eet1800,108570021998824720,2.199961,0.478579,J2000,1800,8,L
obj551_eet1800,108620023405332135,2.340593,0.518039,J2000,1800,8,L
obj552_eet1800,108550025206452314,2.520716,0.45981,J2000,1800,4,L
obj553_eet1800,108500025629076812,2.562952,0.421934,J2000,1800,7,L
obj554_eet1800,108500025767224922,2.576748,0.42038,J2000,1800,5,L
obj555_eet1800,108440021409616218,2.141104,0.371545,J2000,1800,1,L
obj556_eet1800,108550024765642266,2.476428,0.459893,J2000,1800,5,L
obj557_eet1800,108680026554471431,2.655449,0.567443,J2000,1800,9,L
obj558_eet1800,108680026556811634,2.655563,0.567568,J2000,1800,4,L
obj559_eet1800,108470019102833217,1.910285,0.393945,J2000,1800,2,L
obj560_eet1200,108560016632037477,1.663231,0.472516,J2000,1200,1,L
obj561_eet1800,108500024847987931,2.484826,0.422892,J2000,1800,9,L
obj562_eet1800,108580028194778085,2.819523,0.489753,J2000,1800,5,L
obj563_eet1800,108440023070266009,2.307089,0.37132,J2000,1800,1,L
obj564_eet1800,108550023835941319,2.383546,0.4591,J2000,1800,5,L
obj565_eet1200,108500024391366144,2.439066,0.42138,J2000,1200,6,L
obj566_eet1200,108430024412216424,2.441255,0.36331,J2000,1200,8,L
obj567_eet1800,108100025674656314,2.567532,0.088265,J2000,1800,4,L
obj568_eet1800,108670018248773166,1.824919,0.560604,J2000,1800,4,L
obj569_eet1200,108360027986732956,2.79867,0.302147,J2000,1200,2,L
obj570_eet1800,108350019302206102,1.930291,0.296395,J2000,1800,9,L
obj571_eet1800,108240025687915725,2.568753,0.204454,J2000,1800,3,L
obj572_eet1800,108240025758008676,2.575952,0.206654,J2000,1800,2,L
obj573_eet1800,108240025759818276,2.575981,0.206572,J2000,1800,2,L
obj574_eet1800,108240025760296985,2.576069,0.205545,J2000,1800,5,L
obj575_eet1800,108650022788738012,2.278942,0.547972,J2000,1800,9,L
obj576_eet1800,108350019720537436,1.971995,0.297542,J2000,1800,1,L
obj577_eet1200,108540021926830408,2.192759,0.449964,J2000,1200,8,L
obj578_eet1200,108650022487470023,2.2488,0.541322,J2000,1200,1,L
obj579_eet1800,108640018279864853,1.828014,0.537013,J2000,1800,8,L
obj580_eet1800,108620017460244961,1.746048,0.520467,J2000,1800,9,L
obj581_eet1800,108620017631908960,1.763234,0.523888,J2000,1800,8,L
obj582_eet1800,108350018943046614,1.894368,0.296893,J2000,1800,9,L
obj583_eet1800,108650024014238819,2.401482,0.548634,J2000,1800,3,L
obj584_eet1800,108360026653378049,2.66534,0.306364,J2000,1800,4,L
obj585_eet1800,108460024768399779,2.476797,0.391159,J2000,1800,8,L
obj586_eet1800,108440028860412477,2.886072,0.36841,J2000,1800,2,L
obj587_eet1800,108350020429753743,2.042961,0.294466,J2000,1800,4,L
obj588_eet1200,108610024279601888,2.428014,0.509528,J2000,1200,5,L
obj589_eet1800,108640023971621759,2.397209,0.534425,J2000,1800,7,L
obj590_eet1800,108640026048661663,2.604913,0.534351,J2000,1800,3,L
obj591_eet1800,108240015437463885,1.543818,0.202836,J2000,1800,6,L
obj592_eet1800,108610027623829616,2.762426,0.516019,J2000,1800,5,L
obj593_eet1800,108630021368357176,2.136773,0.530584,J2000,1800,2,L
obj594_eet1800,108590026142521366,2.614287,0.492442,J2000,1800,4,L
obj595_eet1800,108530021032746085,2.103337,0.446381,J2000,1800,9,L
obj596_eet1800,108530021129779175,2.112989,0.448931,J2000,1800,9,L
obj597_eet1800,108530021134926449,2.113482,0.446723,J2000,1800,7,L
obj598_eet1800,108640026394394868,2.639438,0.537012,J2000,1800,4,L
obj599_eet1800,108530022609413255,2.260988,0.444035,J2000,1800,9,L
obj600_eet1800,108550016826199712,1.682667,0.466074,J2000,1800,3,L
obj601_eet1800,108660018695072325,1.869555,0.551582,J2000,1800,2,L
obj602_eet1800,108510020419644714,2.042015,0.428536,J2000,1800,6,L
obj603_eet1800,108410027008843846,2.700884,0.344554,J2000,1800,3,L
obj604_eet1800,108660026958199658,2.695964,0.557921,J2000,1800,5,L
obj605_eet1800,108750022738980471,2.27391,0.625052,J2000,1800,1,L
obj606_eet1800,108710026209638744,2.621024,0.598592,J2000,1800,3,L
obj607_eet1800,108780023898047997,2.389868,0.65613,J2000,1800,2,L
obj608_eet1800,108750021140407644,2.114044,0.630993,J2000,1800,4,L
obj609_eet1800,108550022433751811,2.243389,0.45943,J2000,1800,2,L
obj610_eet1800,108750022188412723,2.218862,0.626865,J2000,1800,5,L
obj611_eet1800,108700019294669395,1.929426,0.590708,J2000,1800,1,L
obj612_eet1800,108650019816178086,1.981657,0.548019,J2000,1800,6,L
obj613_eet1800,108500027154544681,2.715445,0.42029,J2000,1800,1,L
obj614_eet1200,108500027161906056,2.716201,0.421371,J2000,1200,2,L
obj615_eet1800,108270030009457898,3.00092,0.231272,J2000,1800,3,L
obj616_eet1800,108470029355816249,2.93551,0.396531,J2000,1800,7,L
obj617_eet1800,108490021142636377,2.114253,0.413194,J2000,1800,4,L
obj618_eet1800,108690021488123499,2.148848,0.577656,J2000,1800,1,L
obj619_eet1800,108700023947676238,2.394815,0.588149,J2000,1800,6,L
obj620_eet1800,108590020931643495,2.093217,0.494186,J2000,1800,5,L
obj621_eet1800,108540021456423169,2.145678,0.452301,J2000,1800,5,L
obj622_eet1200,108670026450616683,2.645064,0.563541,J2000,1200,3,L
obj623_eet1200,108840025084638673,2.508527,0.706824,J2000,1200,7,L
obj624_eet1800,108470025402982923,2.540343,0.393732,J2000,1800,5,L
obj625_eet1200,108740024910123811,2.491067,0.619433,J2000,1200,9,L
obj626_eet1800,108740025012487223,2.501326,0.622271,J2000,1800,6,L
obj627_eet1800,108700027248929293,2.724901,0.590721,J2000,1800,1,L
obj628_eet1200,108670026851095375,2.685102,0.562457,J2000,1200,7,L
obj629_eet1800,108520026520747330,2.652033,0.439123,J2000,1800,4,L
obj630_eet1200,108650017342673175,1.734308,0.543952,J2000,1200,8,L
obj631_eet1800,108640027891080494,2.789139,0.533369,J2000,1800,7,L
obj632_eet1800,108730026980990700,2.69812,0.608519,J2000,1800,3,L
obj633_eet1800,108730026461270115,2.646156,0.608041,J2000,1800,6,L
obj634_eet1800,108760018697185803,1.869745,0.637793,J2000,1800,9,L
obj635_eet1800,108760018481312854,1.848449,0.635119,J2000,1800,6,L
obj636_eet1200,108520026250620404,2.625167,0.433302,J2000,1200,7,L
obj637_eet1800,108450027198970428,2.719897,0.375038,J2000,1800,1,L
obj638_eet1800,108550018669890185,1.867005,0.458146,J2000,1800,8,L
obj639_eet1800,108740018070275608,1.807096,0.620955,J2000,1800,2,L
obj640_eet1800,108620023566890465,2.356748,0.51669,J2000,1800,5,L
obj641_eet1800,108760025282401263,2.528332,0.633987,J2000,1800,3,L
obj642_eet1800,108800025965455234,2.596566,0.670648,J2000,1800,5,L
obj643_eet1800,108470018159419200,1.815958,0.399054,J2000,1800,7,L
obj644_eet1800,108530026394709876,2.639483,0.449548,J2000,1800,9,L
obj645_eet1800,108730024913581657,2.491412,0.609304,J2000,1800,1,L
obj646_eet1800,108930023374563864,2.337543,0.777918,J2000,1800,4,L
obj647_eet1800,108880023888985367,2.388937,0.737428,J2000,1800,3,L
obj648_eet1800,108620018870703652,1.887072,0.519318,J2000,1800,6,L
obj649_eet1800,108800025334156539,2.533464,0.67172,J2000,1800,3,L
obj650_eet1800,108650026390958627,2.639074,0.548419,J2000,1800,2,L
obj651_eet1200,108730018549335480,1.854956,0.612522,J2000,1200,6,L
obj652_eet1800,108710024395678141,2.439532,0.598149,J2000,1800,1,L
obj653_eet1200,108890019609602887,1.960998,0.743756,J2000,1200,7,L
obj654_eet1800,108890019733945740,1.973411,0.746063,J2000,1800,3,L
obj655_eet1800,108550020882830598,2.088301,0.458435,J2000,1800,6,L
obj656_eet1200,108550021248803495,2.124966,0.460811,J2000,1200,2,L
obj657_eet1800,108620019518530263,1.951819,0.516469,J2000,1800,3,L
obj658_eet1800,108550021322952272,2.132392,0.45985,J2000,1800,8,L
obj659_eet1800,108860023211897231,2.321232,0.722337,J2000,1800,5,L
obj660_eet1200,108520019110144621,1.911052,0.436781,J2000,1200,6,L
obj661_eet1800,108790022110754887,2.21124,0.662109,J2000,1800,2,L
obj662_eet1800,108850025098498908,2.509918,0.715344,J2000,1800,4,L
obj663_eet1800,108810020609050393,2.06084,0.67484,J2000,1800,3,L
obj664_eet1200,108580025205879041,2.520629,0.490444,J2000,1200,3,L
obj665_eet1800,108800022041030315,2.204138,0.666564,J2000,1800,3,L
obj666_eet1800,108830022368913000,2.236986,0.693901,J2000,1800,5,L
obj667_eet1800,108830022398409104,2.239478,0.699087,J2000,1800,6,L
obj668_eet1800,108860022133445329,2.213376,0.720728,J2000,1800,9,L
obj669_eet1800,108800021959067260,2.195896,0.672294,J2000,1800,8,L
obj670_eet1800,108950022534352586,2.253544,0.793441,J2000,1800,5,L
obj671_eet1800,108880020084804531,2.008484,0.736733,J2000,1800,6,L
obj672_eet1200,108610027308861129,2.730894,0.508964,J2000,1200,2,L
obj673_eet1200,108900020653245798,2.06535,0.754468,J2000,1200,5,L
obj674_eet1800,108860020576375064,2.057616,0.720509,J2000,1800,9,L
obj675_eet1800,108880020549486174,2.054947,0.738109,J2000,1800,2,L
obj676_eet1800,108610027948040111,2.794823,0.508104,J2000,1800,1,L
obj677_eet1800,108790023888782354,2.389076,0.659928,J2000,1800,3,L
obj678_eet1200,108770020773656060,2.077393,0.646316,J2000,1200,9,L
obj679_eet1200,108580020495388966,2.049689,0.4903,J2000,1200,3,L
obj680_eet1800,108820025851569338,2.585201,0.690735,J2000,1800,7,L
obj681_eet1800,108820025854528917,2.58537,0.690339,J2000,1800,8,L
obj682_eet1800,108820025898808189,2.589918,0.689755,J2000,1800,2,L
obj683_eet1800,108730019246070298,1.92479,0.608038,J2000,1800,4,L
obj684_eet1800,108730019336900839,1.933665,0.608674,J2000,1800,2,L
obj685_eet1800,108740023146043922,2.314655,0.619579,J2000,1800,8,L
obj686_eet1800,108920024500435324,2.450011,0.770637,J2000,1800,2,L
obj687_eet1800,108690026713128399,2.671311,0.581626,J2000,1800,8,L
obj688_eet1800,108740023378406363,2.337857,0.621591,J2000,1800,2,L
obj689_eet1800,108800020443304607,2.044238,0.670201,J2000,1800,4,L
obj690_eet1800,108730019078039657,1.907799,0.616004,J2000,1800,1,L
obj691_eet1800,108870024589394033,2.458947,0.727956,J2000,1800,4,L
obj692_eet1800,109000023402084311,2.340231,0.83657,J2000,1800,4,L
obj693_eet1200,109900015818202853,1.581832,1.585316,J2000,1200,8,L
obj694_eet1800,109140020288557339,2.028773,0.955634,J2000,1800,3,L
obj695_eet1200,109000022222180472,2.222272,0.833342,J2000,1200,7,L
obj696_eet1800,109070025457626064,2.545845,0.8963,J2000,1800,3,L
obj697_eet1200,109180027632469495,2.763275,0.990894,J2000,1200,7,L
obj698_eet1800,109130023253316122,2.32536,0.946367,J2000,1800,7,L
obj699_eet1800,109060018978693345,1.897878,0.885737,J2000,1800,3,L
obj700_eet1800,109170026933645825,2.69339,0.979474,J2000,1800,1,L
obj701_eet1800,109120023334236615,2.333425,0.938448,J2000,1800,8,L
obj702_eet1800,109050024710679749,2.471174,0.882735,J2000,1800,4,L
obj703_eet1200,109180024294629456,2.429492,0.990826,J2000,1200,2,L
obj704_eet1800,109100025055740460,2.505696,0.916502,J2000,1800,2,L
obj705_eet1800,109150025841491621,2.584195,0.959282,J2000,1800,4,L
obj706_eet1200,109140026362320880,2.636264,0.95034,J2000,1200,2,L
obj707_eet1800,109020020666946562,2.06674,0.855074,J2000,1800,9,L
obj708_eet1800,109170021622238402,2.162274,0.981618,J2000,1800,9,L
obj709_eet1800,109070024218404845,2.421875,0.895303,J2000,1800,9,L
obj710_eet1800,109300019806292193,1.980673,1.084848,J2000,1800,3,L
obj711_eet1200,109150027147366015,2.714824,0.963003,J2000,1200,5,L
obj712_eet1200,109140018916899905,1.891701,0.957865,J2000,1200,6,L
obj713_eet1800,109170021975075575,2.197579,0.979255,J2000,1800,5,L
obj714_eet1200,109370023274868949,2.327525,1.148733,J2000,1200,4,L
obj715_eet1800,109290016500423492,1.65007,1.07756,J2000,1800,8,L
obj716_eet1800,109920024922530952,2.492322,1.600489,J2000,1800,1,L
obj717_eet1800,109090025006272896,2.50077,0.910403,J2000,1800,6,L
obj718_eet1800,109370023765324123,2.376526,1.144754,J2000,1800,8,L
obj719_eet1800,109280026624973979,2.662519,1.069595,J2000,1800,2,L
obj720_eet1200,109170019105132309,1.910573,0.976509,J2000,1200,3,L
obj721_eet1800,109230022244774277,2.224499,1.028171,J2000,1800,7,L
obj722_eet1800,109160019604465493,1.960451,0.97089,J2000,1800,4,L
obj723_eet1800,109290017441230845,1.744148,1.075141,J2000,1800,8,L
obj724_eet1800,109090023003660091,2.300391,0.90802,J2000,1800,6,L
obj725_eet1800,109020022451750069,2.245106,0.84956,J2000,1800,4,L
obj726_eet1200,109210025996843635,2.599733,1.010972,J2000,1200,2,L
obj727_eet1800,109210026798467907,2.679854,1.014542,J2000,1800,3,L
obj728_eet1800,109910029565074969,2.956511,1.595426,J2000,1800,4,L
obj729_eet1800,109090026090631675,2.609094,0.909318,J2000,1800,6,L
obj730_eet1800,109860025959723116,2.595864,1.552165,J2000,1800,9,L
obj731_eet1800,109080024665439021,2.466606,0.907108,J2000,1800,8,L
obj732_eet1800,109080024437540905,2.443632,0.900476,J2000,1800,2,L
obj733_eet1800,109090022752791104,2.275258,0.908861,J2000,1800,6,L
obj734_eet1800,110080020740358280,2.074077,1.739852,J2000,1800,9,L
obj735_eet1200,109300024306760381,2.430717,1.083272,J2000,1200,6,L
obj736_eet1800,109040019962398922,1.996241,0.873718,J2000,1800,1,L
obj737_eet1800,109010020890381242,2.089063,0.842337,J2000,1800,6,L
obj738_eet1800,109430028633090069,2.863316,1.191333,J2000,1800,4,L
obj739_eet1800,109350017867929699,1.78682,1.132689,J2000,1800,7,L
obj740_eet1800,109040019438595032,1.94381,0.870418,J2000,1800,6,L
obj741_eet1800,109900021670870276,2.167099,1.583161,J2000,1800,3,L
obj742_eet1200,109380023028656791,2.302922,1.155282,J2000,1200,3,L
obj743_eet1800,109250024354110660,2.435483,1.041815,J2000,1800,3,L
obj744_eet1200,109260022771758532,2.277207,1.05673,J2000,1200,1,L
