ob_code,ra,dec,equinox,priority,exptime,resolution,proposal_id,rank,grade
obj277_eet10800,259.176456,57.573746,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj278_eet10800,257.335391,57.586046,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj279_eet10800,258.614817,57.570189,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj280_eet10800,259.128711,57.57615,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj281_eet10800,257.586195,57.571412,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj282_eet10800,259.036489,57.579672,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj283_eet10800,257.72731,57.56459,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj284_eet10800,256.820463,57.578685,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj285_eet10800,256.880771,57.579571,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj286_eet10800,258.938345,57.58014,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj287_eet10800,258.942806,57.58261,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj288_eet10800,258.972823,57.58184,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj289_eet10800,258.341193,57.565634,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj290_eet10800,256.821571,57.557724,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj291_eet10800,258.855658,57.565376,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj292_eet10800,256.74392,57.580612,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj293_eet10800,257.932777,57.570151,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj294_eet12200,257.30978,57.573056,J2000.0,8.0,12200.0,L,S24B-QN018,9.0,a
obj295_eet10800,258.019112,57.547179,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj296_eet10800,257.371399,57.541638,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj297_eet10800,257.987451,57.561264,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj298_eet10800,257.23767,57.564655,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj299_eet10800,259.140807,57.552015,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj300_eet10800,257.912709,57.566268,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj301_eet12200,257.190639,57.570081,J2000.0,6.0,12200.0,L,S24B-QN018,9.0,a
obj302_eet10800,257.826667,57.560103,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj303_eet10800,257.907269,57.563772,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj304_eet10800,257.909015,57.56055,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj305_eet10800,259.073469,57.555734,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj306_eet10800,258.014857,57.556067,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj307_eet10800,257.059102,57.573823,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj308_eet10800,257.094797,57.558717,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj309_eet10800,259.010588,57.549548,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj310_eet10800,258.573725,57.555218,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj311_eet10800,257.026957,57.566469,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj312_eet10800,258.932927,57.554242,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj313_eet10800,258.452969,57.55379,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj314_eet10800,258.456636,57.55158,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj315_eet10800,257.600725,57.542734,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj316_eet10800,256.834727,57.547901,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj317_eet10800,258.768086,57.540684,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj318_eet10800,258.778617,57.533774,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj319_eet10800,256.964002,57.55133,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj320_eet10800,257.933719,57.529035,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj321_eet10800,259.19844,57.535466,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj322_eet10800,258.052434,57.535307,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj323_eet10800,257.343315,57.535516,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj324_eet10800,257.936319,57.533273,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj325_eet10800,257.316761,57.535284,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj326_eet10800,259.220313,57.546404,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj327_eet10800,258.783832,57.549354,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj328_eet10800,257.704531,57.530336,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj329_eet10800,257.036913,57.530087,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj330_eet10800,257.06533,57.528537,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj331_eet10800,257.141549,57.533708,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj332_eet10800,257.153862,57.536247,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj333_eet10800,257.623752,57.532144,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj334_eet10800,256.906795,57.528801,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj335_eet10800,256.913132,57.529265,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj336_eet10800,257.366816,57.56102,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj337_eet10800,257.420582,57.562621,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj338_eet10800,258.447891,57.532957,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj339_eet10800,258.143832,57.554193,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj340_eet12200,257.548272,57.526919,J2000.0,6.0,12200.0,L,S24B-QN018,9.0,a
obj341_eet10800,257.932092,57.547246,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj342_eet10800,257.610087,57.539642,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj343_eet10800,257.14723,57.555611,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj344_eet12200,258.127718,57.529836,J2000.0,4.0,12200.0,L,S24B-QN018,9.0,a
obj345_eet10800,258.193194,57.535528,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj346_eet10800,257.070767,57.555617,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj347_eet10800,257.960656,57.527622,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj348_eet10800,257.352867,57.524434,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj349_eet10800,258.95278,57.49945,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj350_eet10800,258.971952,57.503224,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj351_eet10800,258.9749,57.501826,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj352_eet10800,258.981782,57.505162,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj353_eet12200,259.047651,57.530003,J2000.0,4.0,12200.0,L,S24B-QN018,9.0,a
obj354_eet10800,259.088391,57.529876,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj355_eet12200,258.613718,57.527738,J2000.0,9.0,12200.0,L,S24B-QN018,9.0,a
obj356_eet10800,257.115694,57.511397,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj357_eet10800,259.162335,57.513478,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj358_eet10800,258.848082,57.499513,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj359_eet10800,258.417,57.527527,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj360_eet10800,257.924343,57.519798,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj361_eet10800,258.881964,57.524703,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj362_eet10800,258.359228,57.530704,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj363_eet10800,258.64777,57.503897,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj364_eet10800,258.679276,57.504141,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj365_eet10800,257.226949,57.546467,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj366_eet10800,258.974435,57.513454,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj367_eet12200,258.807992,57.526547,J2000.0,8.0,12200.0,L,S24B-QN018,9.0,a
obj368_eet12200,256.973227,57.536761,J2000.0,7.0,12200.0,L,S24B-QN018,9.0,a
obj369_eet10800,259.197516,57.524223,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj370_eet10800,258.439658,57.523116,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj371_eet10800,258.462257,57.522119,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj372_eet10800,258.747637,57.526019,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj373_eet10800,257.707443,57.50629,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj374_eet10800,259.117438,57.503335,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj375_eet10800,257.561987,57.503273,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj376_eet10800,257.639193,57.507172,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj377_eet10800,256.860273,57.503761,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj378_eet10800,258.645215,57.512218,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj379_eet10800,258.576208,57.51513,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj380_eet10800,258.598561,57.510793,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj381_eet12200,258.599992,57.511951,J2000.0,6.0,12200.0,L,S24B-QN018,9.0,a
obj382_eet10800,258.327079,57.49891,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj383_eet10800,257.882618,57.511892,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj384_eet10800,257.626528,57.485594,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj385_eet12200,258.226009,57.494582,J2000.0,6.0,12200.0,L,S24B-QN018,9.0,a
obj386_eet10800,257.740773,57.512805,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj387_eet10800,257.790303,57.511025,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj388_eet10800,258.358108,57.484084,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj389_eet10800,258.358809,57.485545,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj390_eet10800,257.906115,57.500754,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj391_eet10800,257.924486,57.507637,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj392_eet10800,257.985876,57.503404,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj393_eet10800,257.168482,57.500919,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj394_eet10800,257.261642,57.500427,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj395_eet10800,257.411183,57.482844,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj396_eet10800,257.451828,57.483569,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj397_eet12200,257.965238,57.492489,J2000.0,8.0,12200.0,L,S24B-QN018,9.0,a
obj398_eet10800,258.169248,57.511136,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj399_eet10800,257.509247,57.513864,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj400_eet10800,258.993684,57.476046,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj401_eet12200,258.993806,57.475776,J2000.0,2.0,12200.0,L,S24B-QN018,9.0,a
obj402_eet10800,258.479129,57.50385,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj403_eet10800,258.593759,57.52187,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj404_eet10800,257.768,57.497043,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj405_eet10800,256.747005,57.609196,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj406_eet10800,257.681734,57.494019,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj407_eet12200,257.735684,57.491915,J2000.0,3.0,12200.0,L,S24B-QN018,9.0,a
obj408_eet10800,257.256906,57.612974,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj409_eet10800,258.685184,57.482362,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj410_eet10800,257.982801,57.479852,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj411_eet10800,258.000622,57.475751,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj412_eet10800,258.001055,57.475864,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj413_eet10800,257.220583,57.477362,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj414_eet10800,257.45878,57.499009,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj415_eet10800,257.369576,57.492563,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj416_eet10800,259.09315,57.487259,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj417_eet10800,259.032591,57.477294,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj418_eet10800,258.466343,57.476269,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj419_eet10800,258.46837,57.477894,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj420_eet10800,257.736604,57.475566,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj421_eet10800,257.045955,57.474665,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj422_eet10800,258.983368,57.483207,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj423_eet10800,257.582508,57.478276,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj424_eet10800,258.892591,57.489839,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj425_eet10800,257.846265,57.507264,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj426_eet10800,257.452576,57.615833,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj427_eet10800,256.795934,57.614885,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj428_eet10800,259.255974,57.617448,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj429_eet10800,258.752689,57.621542,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj430_eet10800,257.535588,57.603555,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj431_eet10800,258.737433,57.612096,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj432_eet10800,258.392603,57.593185,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj433_eet10800,258.399139,57.599377,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj434_eet10800,258.407149,57.595003,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj435_eet10800,257.827777,57.591989,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj436_eet10800,257.128414,57.594115,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj437_eet10800,259.230826,57.621983,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj438_eet10800,258.75677,57.604171,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj439_eet10800,258.800592,57.600903,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj440_eet10800,257.00078,57.591183,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj441_eet10800,259.188995,57.608856,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj442_eet10800,258.015768,57.613704,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj443_eet10800,259.168269,57.600243,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj444_eet10800,258.624939,57.60667,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj445_eet10800,257.90232,57.599804,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj446_eet10800,257.955452,57.602823,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj447_eet10800,257.02761,57.620744,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj448_eet10800,259.082112,57.610288,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj449_eet10800,258.865805,57.59155,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj450_eet10800,258.190613,57.593379,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj451_eet10800,257.862549,57.606472,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj452_eet10800,258.399633,57.602535,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj453_eet10800,258.997966,57.61029,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj454_eet10800,258.08813,57.598655,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj455_eet10800,257.68365,57.60114,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj456_eet10800,256.775567,57.616298,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj457_eet10800,258.595777,57.598847,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj458_eet10800,257.546763,57.603738,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj459_eet10800,257.549176,57.603034,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj460_eet10800,259.26753,57.611799,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj461_eet10800,258.83699,57.609148,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj462_eet10800,258.861411,57.609237,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj463_eet10800,257.76329,57.701243,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj464_eet10800,257.43009,57.585556,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj465_eet10800,257.18768,57.705482,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj466_eet12200,258.8757,57.605886,J2000.0,8.0,12200.0,L,S24B-QN018,9.0,a
obj467_eet10800,257.668282,57.593305,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj468_eet10800,256.895645,57.592201,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj469_eet10800,257.254755,57.606118,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj470_eet10800,258.704694,57.590655,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj471_eet10800,258.76268,57.586408,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj472_eet10800,257.973942,57.582952,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj473_eet10800,259.269736,57.585331,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj474_eet10800,259.273034,57.585318,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj475_eet10800,259.282999,57.585309,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj476_eet10800,258.604812,57.589047,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj477_eet12200,257.936737,57.591043,J2000.0,1.0,12200.0,L,S24B-QN018,9.0,a
obj478_eet10800,258.640418,57.699695,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj479_eet10800,258.02238,57.704094,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj480_eet10800,259.170681,57.586366,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj481_eet10800,258.555093,57.585134,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj482_eet10800,257.865555,57.588926,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj483_eet10800,257.393733,57.702722,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj484_eet10800,258.416974,57.584937,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj485_eet14400,258.500877,57.58618,J2000.0,3.0,14400.0,L,S24B-QN018,9.0,a
obj486_eet10800,256.85211,57.604913,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj487_eet10800,259.071002,57.597355,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj488_eet10800,257.82148,57.699864,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj489_eet10800,257.296639,57.705244,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj490_eet10800,257.346727,57.701581,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj491_eet12200,259.286738,57.694524,J2000.0,8.0,12200.0,L,S24B-QN018,9.0,a
obj492_eet10800,256.671066,57.709647,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj493_eet10800,256.605893,57.714749,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj494_eet10800,256.960491,57.701272,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj495_eet10800,256.9149,57.7033,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj496_eet10800,259.085499,57.696236,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj497_eet10800,259.110694,57.694875,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj498_eet10800,258.998238,57.687924,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj499_eet10800,258.204652,57.705231,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj500_eet10800,258.215415,57.701817,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj501_eet10800,258.458325,57.688245,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj502_eet10800,257.857212,57.687583,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj503_eet10800,259.022279,57.699231,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj504_eet10800,257.04829,57.711484,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj505_eet10800,259.28602,57.701912,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj506_eet10800,258.142865,57.705994,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj507_eet10800,258.188611,57.70244,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj508_eet10800,257.431428,57.703522,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj509_eet10800,256.752924,57.7042,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj510_eet10800,258.261527,57.698818,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj511_eet10800,258.89442,57.692773,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj512_eet10800,258.24956,57.698219,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj513_eet10800,256.818491,57.710049,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj514_eet10800,259.154296,57.706652,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj515_eet10800,258.832519,57.686863,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj516_eet10800,258.237262,57.687417,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj517_eet10800,256.747532,57.710787,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj518_eet10800,259.309833,57.666839,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj519_eet12200,258.820266,57.671614,J2000.0,2.0,12200.0,L,S24B-QN018,9.0,a
obj520_eet10800,257.193759,57.675843,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj521_eet10800,258.690376,57.667345,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj522_eet10800,258.694434,57.66783,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj523_eet10800,257.094029,57.684687,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj524_eet10800,256.772599,57.692092,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj525_eet10800,256.774806,57.697826,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj526_eet10800,256.826085,57.697695,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj527_eet10800,257.137155,57.705789,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj528_eet10800,257.712025,57.688627,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj529_eet10800,259.045624,57.669515,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj530_eet10800,258.549834,57.671778,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj531_eet10800,257.878903,57.69803,J2000.0,8.0,10800.0,L,S24B-QN018,9.0,a
obj532_eet10800,257.294853,57.698662,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj533_eet10800,257.49783,57.689456,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj534_eet10800,258.975163,57.675362,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj535_eet10800,259.002475,57.680729,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj536_eet10800,257.456238,57.676218,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj537_eet10800,256.789793,57.677094,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj538_eet10800,258.923313,57.67786,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
obj539_eet10800,258.854392,57.66644,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj540_eet10800,258.877695,57.667786,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj541_eet10800,258.879859,57.672612,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj542_eet10800,258.185877,57.667966,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj543_eet10800,257.748158,57.661152,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj544_eet10800,259.273207,57.660737,J2000.0,1.0,10800.0,L,S24B-QN018,9.0,a
obj545_eet10800,257.271234,57.671063,J2000.0,5.0,10800.0,L,S24B-QN018,9.0,a
obj546_eet10800,257.55744,57.659139,J2000.0,4.0,10800.0,L,S24B-QN018,9.0,a
obj547_eet10800,257.585435,57.664993,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj548_eet10800,257.903945,57.674256,J2000.0,2.0,10800.0,L,S24B-QN018,9.0,a
obj549_eet10800,257.91035,57.672979,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj550_eet10800,259.155823,57.662546,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj551_eet10800,259.177304,57.662154,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj552_eet10800,257.645337,57.681696,J2000.0,9.0,10800.0,L,S24B-QN018,9.0,a
obj553_eet10800,257.778905,57.67362,J2000.0,7.0,10800.0,L,S24B-QN018,9.0,a
obj554_eet10800,257.436548,57.659954,J2000.0,6.0,10800.0,L,S24B-QN018,9.0,a
obj555_eet10800,258.957021,57.649585,J2000.0,3.0,10800.0,L,S24B-QN018,9.0,a
